,Oil,Oil,NZD/USD,NZD/USD,10-Yr Rate,10-Yr Rate,AIR.NZ,AIR.NZ
,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor
2019-07-31,0.695,BZ=F,-0.198,NZDUSD=X,-1.941,^TNX,-0.549,AIR.NZ
2019-08-01,-7.166,BZ=F,-0.982,NZDUSD=X,-6.284,^TNX,-0.184,AIR.NZ
2019-08-02,2.298,BZ=F,0.026,NZDUSD=X,-2.059,^TNX,0.738,AIR.NZ
2019-08-05,-3.361,BZ=F,-0.485,NZDUSD=X,-6.469,^TNX,0.0,AIR.NZ
2019-08-06,-1.455,BZ=F,0.57,NZDUSD=X,0.231,^TNX,-2.198,AIR.NZ
2019-08-07,-4.598,BZ=F,-0.419,NZDUSD=X,-3.163,^TNX,2.247,AIR.NZ
2019-08-08,2.045,BZ=F,-1.242,NZDUSD=X,1.9,^TNX,0.916,AIR.NZ
2019-08-09,2.004,BZ=F,0.534,NZDUSD=X,1.049,^TNX,-0.907,AIR.NZ
2019-08-12,0.068,BZ=F,-0.354,NZDUSD=X,-5.479,^TNX,0.916,AIR.NZ
2019-08-13,4.661,BZ=F,-0.226,NZDUSD=X,2.502,^TNX,-0.181,AIR.NZ
2019-08-14,-2.969,BZ=F,0.217,NZDUSD=X,-5.893,^TNX,0.182,AIR.NZ
2019-08-15,-2.102,BZ=F,-0.361,NZDUSD=X,-3.289,^TNX,-1.27,AIR.NZ
2019-08-16,0.704,BZ=F,-0.059,NZDUSD=X,0.654,^TNX,0.0,AIR.NZ
2019-08-19,1.876,BZ=F,-0.13,NZDUSD=X,3.834,^TNX,1.103,AIR.NZ
2019-08-20,0.485,BZ=F,-0.341,NZDUSD=X,-2.315,^TNX,-0.727,AIR.NZ
2019-08-21,0.45,BZ=F,0.103,NZDUSD=X,1.025,^TNX,0.0,AIR.NZ
2019-08-22,-0.63,BZ=F,-0.095,NZDUSD=X,2.093,^TNX,1.465,AIR.NZ
2019-08-23,-0.968,BZ=F,-0.265,NZDUSD=X,-5.093,^TNX,1.986,AIR.NZ
2019-08-26,-1.079,BZ=F,-0.396,NZDUSD=X,1.113,^TNX,-0.885,AIR.NZ
2019-08-27,1.38,BZ=F,0.376,NZDUSD=X,-3.56,^TNX,1.429,AIR.NZ
2019-08-28,1.647,BZ=F,-0.351,NZDUSD=X,-1.611,^TNX,0.352,AIR.NZ
2019-08-29,0.975,BZ=F,-0.427,NZDUSD=X,3.411,^TNX,0.0,AIR.NZ
2019-08-30,-1.064,BZ=F,-0.308,NZDUSD=X,-0.66,^TNX,0.526,AIR.NZ
2019-09-03,-3.591,BZ=F,0.07,NZDUSD=X,-2.656,^TNX,0.518,AIR.NZ
2019-09-04,4.188,BZ=F,0.534,NZDUSD=X,-0.477,^TNX,0.687,AIR.NZ
2019-09-05,0.412,BZ=F,0.279,NZDUSD=X,7.265,^TNX,-0.177,AIR.NZ
2019-09-06,0.968,BZ=F,0.252,NZDUSD=X,-0.958,^TNX,1.599,AIR.NZ
2019-09-09,1.706,BZ=F,0.855,NZDUSD=X,4.645,^TNX,0.0,AIR.NZ
2019-09-10,-0.336,BZ=F,0.014,NZDUSD=X,4.932,^TNX,-3.496,AIR.NZ
2019-09-11,-2.517,BZ=F,-0.155,NZDUSD=X,1.821,^TNX,-2.174,AIR.NZ
2019-09-12,-0.707,BZ=F,0.039,NZDUSD=X,3.347,^TNX,0.37,AIR.NZ
2019-09-13,-0.265,BZ=F,-0.285,NZDUSD=X,6.253,^TNX,-0.184,AIR.NZ
2019-09-16,14.613,BZ=F,-0.264,NZDUSD=X,-3.258,^TNX,-1.848,AIR.NZ
2019-09-17,-6.476,BZ=F,-0.664,NZDUSD=X,-1.575,^TNX,0.753,AIR.NZ
2019-09-18,-1.472,BZ=F,0.3,NZDUSD=X,-1.435,^TNX,0.935,AIR.NZ
2019-09-19,1.258,BZ=F,-0.643,NZDUSD=X,-0.672,^TNX,-0.741,AIR.NZ
2019-09-20,-0.186,BZ=F,-0.388,NZDUSD=X,-1.071,^TNX,0.746,AIR.NZ
2019-09-23,0.762,BZ=F,-0.465,NZDUSD=X,-2.678,^TNX,-0.556,AIR.NZ
2019-09-24,-2.578,BZ=F,0.486,NZDUSD=X,-4.274,^TNX,-0.186,AIR.NZ
2019-09-25,-1.125,BZ=F,0.327,NZDUSD=X,5.933,^TNX,2.612,AIR.NZ
2019-09-26,0.561,BZ=F,-0.703,NZDUSD=X,-2.714,^TNX,0.727,AIR.NZ
2019-09-27,-1.323,BZ=F,0.387,NZDUSD=X,-0.593,^TNX,0.361,AIR.NZ
2019-09-30,-1.825,BZ=F,-0.189,NZDUSD=X,0.0,^TNX,0.719,AIR.NZ
2019-10-01,-3.11,BZ=F,-0.383,NZDUSD=X,-1.851,^TNX,1.429,AIR.NZ
2019-10-02,-2.038,BZ=F,-0.29,NZDUSD=X,-2.92,^TNX,-1.232,AIR.NZ
2019-10-03,0.035,BZ=F,0.367,NZDUSD=X,-3.759,^TNX,-0.535,AIR.NZ
2019-10-04,1.144,BZ=F,0.589,NZDUSD=X,-1.367,^TNX,0.896,AIR.NZ
2019-10-07,-0.034,BZ=F,0.203,NZDUSD=X,2.508,^TNX,0.533,AIR.NZ
2019-10-08,-0.189,BZ=F,-0.396,NZDUSD=X,-1.03,^TNX,0.883,AIR.NZ
2019-10-09,0.137,BZ=F,0.11,NZDUSD=X,3.383,^TNX,-0.701,AIR.NZ
2019-10-10,1.337,BZ=F,-0.17,NZDUSD=X,4.342,^TNX,-0.176,AIR.NZ
2019-10-11,2.386,BZ=F,0.608,NZDUSD=X,5.669,^TNX,0.707,AIR.NZ
2019-10-14,-1.917,BZ=F,0.039,NZDUSD=X,-1.084,^TNX,1.754,AIR.NZ
2019-10-15,-1.028,BZ=F,-0.357,NZDUSD=X,2.193,^TNX,0.0,AIR.NZ
2019-10-16,1.158,BZ=F,-0.167,NZDUSD=X,-1.299,^TNX,-1.724,AIR.NZ
2019-10-17,0.825,BZ=F,-0.118,NZDUSD=X,0.515,^TNX,0.0,AIR.NZ
2019-10-18,-0.818,BZ=F,1.061,NZDUSD=X,-0.569,^TNX,1.053,AIR.NZ
2019-10-21,-0.774,BZ=F,0.491,NZDUSD=X,2.576,^TNX,-1.389,AIR.NZ
2019-10-22,1.255,BZ=F,0.407,NZDUSD=X,-1.339,^TNX,-0.528,AIR.NZ
2019-10-23,2.462,BZ=F,-0.003,NZDUSD=X,-0.509,^TNX,-0.708,AIR.NZ
2019-10-24,0.817,BZ=F,0.154,NZDUSD=X,0.398,^TNX,1.961,AIR.NZ
2019-10-25,0.568,BZ=F,-0.684,NZDUSD=X,1.982,^TNX,0.0,AIR.NZ
2019-10-28,-0.726,BZ=F,-0.3,NZDUSD=X,2.887,^TNX,,
2019-10-29,0.032,BZ=F,-0.076,NZDUSD=X,-0.971,^TNX,-1.049,AIR.NZ
2019-10-30,-1.591,BZ=F,-0.028,NZDUSD=X,-2.016,^TNX,-0.177,AIR.NZ
2019-10-31,-0.627,BZ=F,0.905,NZDUSD=X,-5.951,^TNX,0.0,AIR.NZ
2019-11-01,2.424,BZ=F,0.084,NZDUSD=X,2.188,^TNX,1.239,AIR.NZ
2019-11-04,0.713,BZ=F,0.313,NZDUSD=X,3.356,^TNX,0.0,AIR.NZ
2019-11-05,1.336,BZ=F,-0.51,NZDUSD=X,4.479,^TNX,1.049,AIR.NZ
2019-11-06,-1.938,BZ=F,-0.439,NZDUSD=X,-2.787,^TNX,-1.038,AIR.NZ
2019-11-07,0.891,BZ=F,-0.123,NZDUSD=X,6.174,^TNX,0.0,AIR.NZ
2019-11-08,0.353,BZ=F,0.23,NZDUSD=X,0.363,^TNX,0.0,AIR.NZ
2019-11-11,-0.528,BZ=F,-0.757,NZDUSD=X,0.517,^TNX,0.874,AIR.NZ
2019-11-12,-0.193,BZ=F,0.509,NZDUSD=X,-1.75,^TNX,-0.52,AIR.NZ
2019-11-13,0.5,BZ=F,-0.444,NZDUSD=X,-2.043,^TNX,-2.439,AIR.NZ
2019-11-14,-0.144,BZ=F,1.242,NZDUSD=X,-2.941,^TNX,0.0,AIR.NZ
2019-11-15,1.638,BZ=F,-0.523,NZDUSD=X,1.047,^TNX,-0.179,AIR.NZ
2019-11-18,-1.359,BZ=F,0.314,NZDUSD=X,-1.418,^TNX,-1.073,AIR.NZ
2019-11-19,-2.45,BZ=F,-0.072,NZDUSD=X,-1.217,^TNX,0.904,AIR.NZ
2019-11-20,2.446,BZ=F,0.534,NZDUSD=X,-2.688,^TNX,0.0,AIR.NZ
2019-11-21,2.516,BZ=F,-0.317,NZDUSD=X,1.956,^TNX,-1.075,AIR.NZ
2019-11-22,-0.907,BZ=F,-0.062,NZDUSD=X,0.113,^TNX,1.449,AIR.NZ
2019-11-25,0.41,BZ=F,0.036,NZDUSD=X,-0.564,^TNX,1.071,AIR.NZ
2019-11-26,0.974,BZ=F,0.09,NZDUSD=X,-1.361,^TNX,1.943,AIR.NZ
2019-11-27,-0.327,BZ=F,0.185,NZDUSD=X,1.552,^TNX,-1.56,AIR.NZ
2019-11-29,-2.544,BZ=F,0.11,NZDUSD=X,0.509,^TNX,0.0,AIR.NZ
2019-12-02,-2.419,BZ=F,0.187,NZDUSD=X,3.378,^TNX,0.177,AIR.NZ
2019-12-03,-0.164,BZ=F,1.037,NZDUSD=X,-6.917,^TNX,-0.176,AIR.NZ
2019-12-04,3.584,BZ=F,0.3,NZDUSD=X,4.213,^TNX,0.883,AIR.NZ
2019-12-05,0.619,BZ=F,0.489,NZDUSD=X,0.898,^TNX,-1.051,AIR.NZ
2019-12-06,1.578,BZ=F,-0.093,NZDUSD=X,2.504,^TNX,-0.531,AIR.NZ
2019-12-09,-0.217,BZ=F,0.23,NZDUSD=X,-0.706,^TNX,-0.534,AIR.NZ
2019-12-10,0.14,BZ=F,-0.158,NZDUSD=X,0.219,^TNX,-0.537,AIR.NZ
2019-12-11,-0.964,BZ=F,-0.058,NZDUSD=X,-2.346,^TNX,0.719,AIR.NZ
2019-12-12,0.753,BZ=F,0.547,NZDUSD=X,5.978,^TNX,0.0,AIR.NZ
2019-12-13,1.589,BZ=F,0.603,NZDUSD=X,-4.112,^TNX,1.429,AIR.NZ
2019-12-16,0.184,BZ=F,-0.42,NZDUSD=X,4.013,^TNX,-0.176,AIR.NZ
2019-12-17,1.163,BZ=F,0.014,NZDUSD=X,-0.159,^TNX,1.587,AIR.NZ
2019-12-18,0.106,BZ=F,-0.37,NZDUSD=X,1.853,^TNX,0.694,AIR.NZ
2019-12-19,0.559,BZ=F,0.233,NZDUSD=X,-0.832,^TNX,2.069,AIR.NZ
2019-12-20,-0.601,BZ=F,0.427,NZDUSD=X,0.472,^TNX,3.041,AIR.NZ
2019-12-23,0.378,BZ=F,-0.077,NZDUSD=X,0.939,^TNX,-1.639,AIR.NZ
2019-12-24,1.22,BZ=F,0.41,NZDUSD=X,-1.292,^TNX,1.333,AIR.NZ
2019-12-26,1.071,BZ=F,0.06,NZDUSD=X,-0.262,^TNX,,
2019-12-27,0.353,BZ=F,0.387,NZDUSD=X,-1.627,^TNX,-1.151,AIR.NZ
2019-12-30,0.411,BZ=F,0.505,NZDUSD=X,1.121,^TNX,-0.666,AIR.NZ
2019-12-31,-3.565,BZ=F,0.423,NZDUSD=X,1.266,^TNX,-1.843,AIR.NZ
2020-01-02,0.379,BZ=F,-0.716,NZDUSD=X,-1.928,^TNX,,
2020-01-03,3.547,BZ=F,-0.549,NZDUSD=X,-4.995,^TNX,4.096,AIR.NZ
2020-01-06,0.452,BZ=F,-0.67,NZDUSD=X,1.286,^TNX,-2.951,AIR.NZ
2020-01-07,-0.929,BZ=F,0.213,NZDUSD=X,0.883,^TNX,0.0,AIR.NZ
2020-01-08,-4.145,BZ=F,-0.574,NZDUSD=X,2.573,^TNX,-2.027,AIR.NZ
2020-01-09,-0.107,BZ=F,0.348,NZDUSD=X,-0.854,^TNX,2.069,AIR.NZ
2020-01-10,-0.597,BZ=F,-0.696,NZDUSD=X,-1.776,^TNX,1.351,AIR.NZ
2020-01-13,-1.2,BZ=F,0.449,NZDUSD=X,1.26,^TNX,0.167,AIR.NZ
2020-01-14,0.452,BZ=F,-0.164,NZDUSD=X,-1.623,^TNX,0.499,AIR.NZ
2020-01-15,-0.76,BZ=F,-0.258,NZDUSD=X,-1.65,^TNX,0.993,AIR.NZ
2020-01-16,0.969,BZ=F,0.144,NZDUSD=X,1.174,^TNX,-1.311,AIR.NZ
2020-01-17,0.356,BZ=F,0.287,NZDUSD=X,1.493,^TNX,0.332,AIR.NZ
2020-01-21,-0.401,BZ=F,-0.163,NZDUSD=X,-3.649,^TNX,-1.149,AIR.NZ
2020-01-22,-2.137,BZ=F,-0.206,NZDUSD=X,0.0,^TNX,-1.329,AIR.NZ
2020-01-23,-1.851,BZ=F,0.016,NZDUSD=X,-1.639,^TNX,0.673,AIR.NZ
2020-01-24,-2.176,BZ=F,0.278,NZDUSD=X,-3.391,^TNX,-0.334,AIR.NZ
2020-01-27,-2.257,BZ=F,-0.635,NZDUSD=X,-4.521,^TNX,-2.349,AIR.NZ
2020-01-28,0.32,BZ=F,-0.41,NZDUSD=X,2.243,^TNX,-1.546,AIR.NZ
2020-01-29,0.504,BZ=F,-0.087,NZDUSD=X,-2.864,^TNX,-1.92,AIR.NZ
2020-01-30,-2.541,BZ=F,-0.197,NZDUSD=X,-2.258,^TNX,-1.779,AIR.NZ
2020-01-31,-0.223,BZ=F,-0.64,NZDUSD=X,-2.439,^TNX,2.174,AIR.NZ
2020-02-03,-6.379,BZ=F,-0.4,NZDUSD=X,0.0,^TNX,-2.837,AIR.NZ
2020-02-04,-0.9,BZ=F,0.025,NZDUSD=X,5.461,^TNX,0.182,AIR.NZ
2020-02-05,2.446,BZ=F,0.506,NZDUSD=X,2.87,^TNX,0.0,AIR.NZ
2020-02-06,-0.633,BZ=F,-0.183,NZDUSD=X,-0.303,^TNX,,
2020-02-07,-0.837,BZ=F,-0.291,NZDUSD=X,-4.015,^TNX,2.004,AIR.NZ
2020-02-10,-2.203,BZ=F,-0.981,NZDUSD=X,-1.965,^TNX,0.0,AIR.NZ
2020-02-11,1.389,BZ=F,-0.172,NZDUSD=X,2.78,^TNX,1.071,AIR.NZ
2020-02-12,3.296,BZ=F,0.281,NZDUSD=X,2.516,^TNX,-0.353,AIR.NZ
2020-02-13,0.986,BZ=F,0.634,NZDUSD=X,-0.798,^TNX,0.0,AIR.NZ
2020-02-14,1.739,BZ=F,-0.062,NZDUSD=X,-1.793,^TNX,-2.482,AIR.NZ
2020-02-18,0.75,BZ=F,-0.118,NZDUSD=X,-2.015,^TNX,0.0,AIR.NZ
2020-02-19,2.372,BZ=F,-0.691,NZDUSD=X,0.9,^TNX,-2.518,AIR.NZ
2020-02-20,0.321,BZ=F,-0.073,NZDUSD=X,-2.866,^TNX,0.738,AIR.NZ
2020-02-21,-1.366,BZ=F,-0.897,NZDUSD=X,-3.541,^TNX,0.0,AIR.NZ
2020-02-24,-3.761,BZ=F,-0.145,NZDUSD=X,-6.39,^TNX,-5.494,AIR.NZ
2020-02-25,-2.398,BZ=F,0.332,NZDUSD=X,-3.413,^TNX,-4.264,AIR.NZ
2020-02-26,-2.766,BZ=F,-0.358,NZDUSD=X,-1.504,^TNX,-2.834,AIR.NZ
2020-02-27,-2.34,BZ=F,-0.55,NZDUSD=X,-0.84,^TNX,-1.25,AIR.NZ
2020-02-28,-3.181,BZ=F,0.396,NZDUSD=X,-13.241,^TNX,-4.219,AIR.NZ
2020-03-02,2.732,BZ=F,-1.304,NZDUSD=X,-3.461,^TNX,-7.93,AIR.NZ
2020-03-03,-0.077,BZ=F,0.581,NZDUSD=X,-7.169,^TNX,3.349,AIR.NZ
2020-03-04,-1.408,BZ=F,0.058,NZDUSD=X,-1.782,^TNX,-2.083,AIR.NZ
2020-03-05,-2.23,BZ=F,0.496,NZDUSD=X,-6.653,^TNX,3.073,AIR.NZ
2020-03-06,-9.442,BZ=F,0.203,NZDUSD=X,-23.758,^TNX,-5.505,AIR.NZ
2020-03-09,-24.1,BZ=F,0.258,NZDUSD=X,-29.32,^TNX,-5.34,AIR.NZ
2020-03-10,8.324,BZ=F,0.192,NZDUSD=X,49.9,^TNX,-2.308,AIR.NZ
2020-03-11,-3.842,BZ=F,-1.158,NZDUSD=X,9.626,^TNX,0.787,AIR.NZ
2020-03-12,-7.181,BZ=F,-0.061,NZDUSD=X,3.537,^TNX,-8.333,AIR.NZ
2020-03-13,1.896,BZ=F,-2.391,NZDUSD=X,12.014,^TNX,-12.5,AIR.NZ
2020-03-16,-11.226,BZ=F,-1.038,NZDUSD=X,-23.449,^TNX,0.0,AIR.NZ
2020-03-17,-4.393,BZ=F,-0.104,NZDUSD=X,36.951,^TNX,0.0,AIR.NZ
2020-03-18,-13.401,BZ=F,-1.578,NZDUSD=X,26.981,^TNX,0.0,AIR.NZ
2020-03-19,14.429,BZ=F,-3.675,NZDUSD=X,-11.611,^TNX,0.0,AIR.NZ
2020-03-20,-5.234,BZ=F,-0.802,NZDUSD=X,-16.175,^TNX,-35.714,AIR.NZ
2020-03-23,0.185,BZ=F,-1.032,NZDUSD=X,-18.55,^TNX,-19.192,AIR.NZ
2020-03-24,0.444,BZ=F,2.099,NZDUSD=X,6.806,^TNX,5.625,AIR.NZ
2020-03-25,0.884,BZ=F,1.489,NZDUSD=X,5.147,^TNX,2.959,AIR.NZ
2020-03-26,-3.834,BZ=F,-0.3,NZDUSD=X,-5.478,^TNX,2.299,AIR.NZ
2020-03-27,-5.353,BZ=F,2.87,NZDUSD=X,-7.645,^TNX,1.124,AIR.NZ
2020-03-30,-8.704,BZ=F,1.326,NZDUSD=X,-10.547,^TNX,0.0,AIR.NZ
2020-03-31,-0.088,BZ=F,-0.801,NZDUSD=X,4.179,^TNX,-5.555,AIR.NZ
2020-04-01,8.795,BZ=F,-0.972,NZDUSD=X,-9.026,^TNX,3.529,AIR.NZ
2020-04-02,21.019,BZ=F,-0.243,NZDUSD=X,-1.26,^TNX,0.0,AIR.NZ
2020-04-03,13.928,BZ=F,-0.379,NZDUSD=X,-6.38,^TNX,-2.273,AIR.NZ
2020-04-06,-3.108,BZ=F,-1.021,NZDUSD=X,15.162,^TNX,-2.326,AIR.NZ
2020-04-07,-3.57,BZ=F,1.65,NZDUSD=X,8.876,^TNX,1.191,AIR.NZ
2020-04-08,3.044,BZ=F,0.208,NZDUSD=X,3.804,^TNX,-1.765,AIR.NZ
2020-04-09,-4.141,BZ=F,0.901,NZDUSD=X,-4.581,^TNX,7.784,AIR.NZ
2020-04-13,0.826,BZ=F,-0.03,NZDUSD=X,2.743,^TNX,,
2020-04-14,-6.742,BZ=F,0.449,NZDUSD=X,0.401,^TNX,15.556,AIR.NZ
2020-04-15,-6.453,BZ=F,-0.025,NZDUSD=X,-15.16,^TNX,13.461,AIR.NZ
2020-04-16,0.469,BZ=F,-1.724,NZDUSD=X,-4.545,^TNX,11.441,AIR.NZ
2020-04-17,0.935,BZ=F,0.045,NZDUSD=X,7.389,^TNX,-0.38,AIR.NZ
2020-04-20,-8.939,BZ=F,0.28,NZDUSD=X,-4.281,^TNX,6.107,AIR.NZ
2020-04-21,-24.404,BZ=F,0.492,NZDUSD=X,-8.786,^TNX,-2.158,AIR.NZ
2020-04-22,5.38,BZ=F,-1.34,NZDUSD=X,8.406,^TNX,-6.25,AIR.NZ
2020-04-23,4.713,BZ=F,-0.669,NZDUSD=X,-0.969,^TNX,0.392,AIR.NZ
2020-04-24,0.516,BZ=F,1.376,NZDUSD=X,-2.773,^TNX,-5.859,AIR.NZ
2020-04-27,-6.763,BZ=F,0.266,NZDUSD=X,10.067,^TNX,,
2020-04-28,2.351,BZ=F,0.048,NZDUSD=X,-7.012,^TNX,4.149,AIR.NZ
2020-04-29,10.166,BZ=F,0.888,NZDUSD=X,2.787,^TNX,3.984,AIR.NZ
2020-04-30,12.112,BZ=F,1.051,NZDUSD=X,-0.797,^TNX,3.065,AIR.NZ
2020-05-01,4.63,BZ=F,-0.354,NZDUSD=X,3.215,^TNX,-4.461,AIR.NZ
2020-05-04,2.874,BZ=F,-1.697,NZDUSD=X,-0.779,^TNX,-1.167,AIR.NZ
2020-05-05,13.86,BZ=F,0.563,NZDUSD=X,3.14,^TNX,-1.575,AIR.NZ
2020-05-06,-4.036,BZ=F,0.046,NZDUSD=X,8.219,^TNX,0.4,AIR.NZ
2020-05-07,-0.875,BZ=F,-0.762,NZDUSD=X,-11.252,^TNX,-1.594,AIR.NZ
2020-05-08,5.126,BZ=F,1.477,NZDUSD=X,8.082,^TNX,-0.405,AIR.NZ
2020-05-11,-4.327,BZ=F,0.779,NZDUSD=X,6.452,^TNX,3.252,AIR.NZ
2020-05-12,1.181,BZ=F,-1.066,NZDUSD=X,-6.612,^TNX,-3.543,AIR.NZ
2020-05-13,-2.635,BZ=F,-0.127,NZDUSD=X,-4.277,^TNX,-0.408,AIR.NZ
2020-05-14,6.646,BZ=F,-1.168,NZDUSD=X,-4.622,^TNX,2.049,AIR.NZ
2020-05-15,4.401,BZ=F,0.232,NZDUSD=X,3.393,^TNX,-2.008,AIR.NZ
2020-05-18,7.108,BZ=F,-1.269,NZDUSD=X,16.25,^TNX,1.639,AIR.NZ
2020-05-19,-0.46,BZ=F,1.75,NZDUSD=X,-4.435,^TNX,0.403,AIR.NZ
2020-05-20,3.175,BZ=F,0.76,NZDUSD=X,-4.36,^TNX,1.205,AIR.NZ
2020-05-21,0.867,BZ=F,1.012,NZDUSD=X,-0.441,^TNX,-0.397,AIR.NZ
2020-05-22,-2.579,BZ=F,-0.402,NZDUSD=X,-2.954,^TNX,-0.797,AIR.NZ
2020-05-26,2.96,BZ=F,0.026,NZDUSD=X,6.24,^TNX,5.179,AIR.NZ
2020-05-27,-3.954,BZ=F,1.503,NZDUSD=X,-2.579,^TNX,4.167,AIR.NZ
2020-05-28,1.583,BZ=F,-0.178,NZDUSD=X,3.676,^TNX,0.727,AIR.NZ
2020-05-29,0.113,BZ=F,0.2,NZDUSD=X,-8.085,^TNX,-1.083,AIR.NZ
2020-06-01,8.463,BZ=F,-0.012,NZDUSD=X,2.16,^TNX,,
2020-06-02,3.262,BZ=F,1.336,NZDUSD=X,2.719,^TNX,2.19,AIR.NZ
2020-06-03,0.556,BZ=F,1.651,NZDUSD=X,11.912,^TNX,3.571,AIR.NZ
2020-06-04,0.503,BZ=F,0.672,NZDUSD=X,7.753,^TNX,4.138,AIR.NZ
2020-06-05,5.776,BZ=F,0.551,NZDUSD=X,10.244,^TNX,8.609,AIR.NZ
2020-06-08,-3.546,BZ=F,1.142,NZDUSD=X,-2.212,^TNX,9.146,AIR.NZ
2020-06-09,0.931,BZ=F,0.457,NZDUSD=X,-6.222,^TNX,8.38,AIR.NZ
2020-06-10,1.336,BZ=F,-1.069,NZDUSD=X,-9.771,^TNX,-4.124,AIR.NZ
2020-06-11,-7.62,BZ=F,0.204,NZDUSD=X,-12.701,^TNX,-10.753,AIR.NZ
2020-06-12,0.467,BZ=F,-1.499,NZDUSD=X,7.044,^TNX,-2.41,AIR.NZ
2020-06-15,2.556,BZ=F,0.065,NZDUSD=X,0.429,^TNX,-2.469,AIR.NZ
2020-06-16,3.122,BZ=F,1.278,NZDUSD=X,7.692,^TNX,3.165,AIR.NZ
2020-06-17,-0.61,BZ=F,-0.6,NZDUSD=X,-3.042,^TNX,1.534,AIR.NZ
2020-06-18,1.965,BZ=F,-0.214,NZDUSD=X,-5.321,^TNX,-5.74,AIR.NZ
2020-06-19,1.638,BZ=F,-0.264,NZDUSD=X,0.432,^TNX,-3.205,AIR.NZ
2020-06-22,2.11,BZ=F,-0.426,NZDUSD=X,1.004,^TNX,-2.318,AIR.NZ
2020-06-23,-1.045,BZ=F,1.468,NZDUSD=X,0.71,^TNX,-2.034,AIR.NZ
2020-06-24,-5.442,BZ=F,0.066,NZDUSD=X,-3.526,^TNX,-3.114,AIR.NZ
2020-06-25,1.836,BZ=F,-1.481,NZDUSD=X,-1.462,^TNX,-7.857,AIR.NZ
2020-06-26,-0.073,BZ=F,0.418,NZDUSD=X,-5.638,^TNX,0.0,AIR.NZ
2020-06-29,1.682,BZ=F,-0.177,NZDUSD=X,0.0,^TNX,-2.326,AIR.NZ
2020-06-30,-1.343,BZ=F,0.125,NZDUSD=X,2.673,^TNX,4.762,AIR.NZ
2020-07-01,2.139,BZ=F,0.369,NZDUSD=X,4.441,^TNX,2.652,AIR.NZ
2020-07-02,2.641,BZ=F,0.435,NZDUSD=X,-1.906,^TNX,8.487,AIR.NZ
2020-07-06,-0.093,BZ=F,0.449,NZDUSD=X,2.242,^TNX,-0.342,AIR.NZ
2020-07-07,-0.046,BZ=F,0.314,NZDUSD=X,-4.971,^TNX,-2.406,AIR.NZ
2020-07-08,0.487,BZ=F,-0.145,NZDUSD=X,0.462,^TNX,-3.873,AIR.NZ
2020-07-09,-2.171,BZ=F,0.376,NZDUSD=X,-7.351,^TNX,0.366,AIR.NZ
2020-07-10,2.102,BZ=F,-0.07,NZDUSD=X,4.628,^TNX,-2.555,AIR.NZ
2020-07-13,-1.203,BZ=F,0.085,NZDUSD=X,1.106,^TNX,-1.873,AIR.NZ
2020-07-14,0.421,BZ=F,-0.557,NZDUSD=X,-3.906,^TNX,-1.527,AIR.NZ
2020-07-15,2.075,BZ=F,0.08,NZDUSD=X,2.439,^TNX,1.163,AIR.NZ
2020-07-16,-0.959,BZ=F,0.449,NZDUSD=X,-2.857,^TNX,2.682,AIR.NZ
2020-07-17,-0.53,BZ=F,-0.47,NZDUSD=X,2.614,^TNX,-2.985,AIR.NZ
2020-07-20,0.325,BZ=F,0.312,NZDUSD=X,-1.274,^TNX,-0.385,AIR.NZ
2020-07-21,2.403,BZ=F,0.288,NZDUSD=X,-2.097,^TNX,2.703,AIR.NZ
2020-07-22,-0.068,BZ=F,0.995,NZDUSD=X,-1.977,^TNX,-0.752,AIR.NZ
2020-07-23,-2.213,BZ=F,0.158,NZDUSD=X,-2.185,^TNX,0.758,AIR.NZ
2020-07-24,0.069,BZ=F,-0.327,NZDUSD=X,1.203,^TNX,-0.376,AIR.NZ
2020-07-27,0.162,BZ=F,0.137,NZDUSD=X,3.396,^TNX,-1.132,AIR.NZ
2020-07-28,-0.438,BZ=F,0.657,NZDUSD=X,-4.598,^TNX,0.763,AIR.NZ
2020-07-29,1.226,BZ=F,-0.415,NZDUSD=X,-0.344,^TNX,0.379,AIR.NZ
2020-07-30,-1.851,BZ=F,-0.06,NZDUSD=X,-6.563,^TNX,0.377,AIR.NZ
2020-07-31,0.838,BZ=F,0.605,NZDUSD=X,-0.924,^TNX,0.752,AIR.NZ
2020-08-03,1.963,BZ=F,-0.893,NZDUSD=X,5.037,^TNX,-1.493,AIR.NZ
2020-08-04,0.634,BZ=F,-0.327,NZDUSD=X,-8.526,^TNX,0.758,AIR.NZ
2020-08-05,1.666,BZ=F,0.455,NZDUSD=X,5.437,^TNX,0.0,AIR.NZ
2020-08-06,-0.177,BZ=F,0.041,NZDUSD=X,-1.289,^TNX,0.376,AIR.NZ
2020-08-07,-1.53,BZ=F,0.546,NZDUSD=X,4.851,^TNX,-0.749,AIR.NZ
2020-08-10,1.329,BZ=F,-1.248,NZDUSD=X,2.135,^TNX,1.132,AIR.NZ
2020-08-11,-1.089,BZ=F,-0.115,NZDUSD=X,14.634,^TNX,2.612,AIR.NZ
2020-08-12,2.09,BZ=F,-0.365,NZDUSD=X,1.824,^TNX,-3.636,AIR.NZ
2020-08-13,-1.035,BZ=F,0.108,NZDUSD=X,6.866,^TNX,0.0,AIR.NZ
