,Oil,Oil,NZD/USD,NZD/USD,10-Yr Rate,10-Yr Rate,AIR.NZ,AIR.NZ
,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor
2017-06-22,0.892,BZ=F,0.131,NZDUSD=X,-0.093,^TNX,0.158,AIR.NZ
2017-06-23,0.708,BZ=F,0.182,NZDUSD=X,-0.418,^TNX,1.417,AIR.NZ
2017-06-26,0.637,BZ=F,0.306,NZDUSD=X,-0.326,^TNX,1.553,AIR.NZ
2017-06-27,1.789,BZ=F,0.004,NZDUSD=X,2.854,^TNX,0.245,AIR.NZ
2017-06-28,1.415,BZ=F,-0.241,NZDUSD=X,1.046,^TNX,0.366,AIR.NZ
2017-06-29,0.233,BZ=F,0.524,NZDUSD=X,2.071,^TNX,0.304,AIR.NZ
2017-06-30,1.054,BZ=F,0.064,NZDUSD=X,1.544,^TNX,-0.576,AIR.NZ
2017-07-03,3.673,BZ=F,0.372,NZDUSD=X,1.911,^TNX,0.579,AIR.NZ
2017-07-05,-3.804,BZ=F,0.044,NZDUSD=X,-0.512,^TNX,0.444,AIR.NZ
2017-07-06,0.67,BZ=F,-0.105,NZDUSD=X,1.542,^TNX,0.442,AIR.NZ
2017-07-07,-2.91,BZ=F,0.001,NZDUSD=X,0.97,^TNX,0.0,AIR.NZ
2017-07-10,0.364,BZ=F,-0.104,NZDUSD=X,-0.919,^TNX,2.199,AIR.NZ
2017-07-11,1.365,BZ=F,,,-0.38,^TNX,2.439,AIR.NZ
2017-07-12,0.463,BZ=F,-0.741,NZDUSD=X,-1.482,^TNX,-2.241,AIR.NZ
2017-07-13,1.424,BZ=F,0.463,NZDUSD=X,0.902,^TNX,0.716,AIR.NZ
2017-07-14,1.012,BZ=F,0.937,NZDUSD=X,-1.235,^TNX,0.996,AIR.NZ
2017-07-17,-1.002,BZ=F,0.466,NZDUSD=X,-0.431,^TNX,-0.563,AIR.NZ
2017-07-18,0.867,BZ=F,-1.067,NZDUSD=X,-1.992,^TNX,-0.567,AIR.NZ
2017-07-19,1.761,BZ=F,0.995,NZDUSD=X,0.221,^TNX,-0.94,AIR.NZ
2017-07-20,-0.805,BZ=F,0.163,NZDUSD=X,-0.088,^TNX,-1.927,AIR.NZ
2017-07-21,-2.515,BZ=F,0.531,NZDUSD=X,-1.5,^TNX,0.0,AIR.NZ
2017-07-24,1.124,BZ=F,0.667,NZDUSD=X,0.986,^TNX,-0.587,AIR.NZ
2017-07-25,3.292,BZ=F,-0.174,NZDUSD=X,3.194,^TNX,-3.245,AIR.NZ
2017-07-26,1.534,BZ=F,-0.24,NZDUSD=X,-1.892,^TNX,1.067,AIR.NZ
2017-07-27,1.02,BZ=F,1.398,NZDUSD=X,1.227,^TNX,0.965,AIR.NZ
2017-07-28,2.0,BZ=F,-0.287,NZDUSD=X,-0.909,^TNX,-1.404,AIR.NZ
2017-07-31,0.248,BZ=F,0.213,NZDUSD=X,0.131,^TNX,1.515,AIR.NZ
2017-08-01,-0.038,BZ=F,-0.167,NZDUSD=X,-1.789,^TNX,0.299,AIR.NZ
2017-08-02,-0.513,BZ=F,-1.081,NZDUSD=X,0.489,^TNX,0.893,AIR.NZ
2017-08-03,-0.668,BZ=F,-0.219,NZDUSD=X,-1.503,^TNX,-0.147,AIR.NZ
2017-08-04,0.788,BZ=F,0.5,NZDUSD=X,1.75,^TNX,-1.034,AIR.NZ
2017-08-07,-0.095,BZ=F,-0.51,NZDUSD=X,-0.441,^TNX,0.537,AIR.NZ
2017-08-08,-0.439,BZ=F,-0.67,NZDUSD=X,1.152,^TNX,-0.208,AIR.NZ
2017-08-09,1.074,BZ=F,-0.469,NZDUSD=X,-1.84,^TNX,-0.922,AIR.NZ
2017-08-10,-1.518,BZ=F,0.411,NZDUSD=X,-1.294,^TNX,-1.381,AIR.NZ
2017-08-11,0.385,BZ=F,-1.104,NZDUSD=X,-1.04,^TNX,-3.38,AIR.NZ
2017-08-14,-2.63,BZ=F,0.586,NZDUSD=X,1.37,^TNX,2.112,AIR.NZ
2017-08-15,0.138,BZ=F,-0.275,NZDUSD=X,2.118,^TNX,0.895,AIR.NZ
2017-08-16,-1.043,BZ=F,-0.866,NZDUSD=X,-1.765,^TNX,0.336,AIR.NZ
2017-08-17,1.512,BZ=F,1.152,NZDUSD=X,-1.213,^TNX,0.884,AIR.NZ
2017-08-18,3.312,BZ=F,-0.463,NZDUSD=X,-0.227,^TNX,2.055,AIR.NZ
2017-08-21,-2.011,BZ=F,0.387,NZDUSD=X,-0.638,^TNX,1.569,AIR.NZ
2017-08-22,0.407,BZ=F,0.224,NZDUSD=X,1.605,^TNX,0.146,AIR.NZ
2017-08-23,1.35,BZ=F,-0.626,NZDUSD=X,-1.986,^TNX,-0.728,AIR.NZ
2017-08-24,-1.008,BZ=F,-0.633,NZDUSD=X,1.059,^TNX,3.666,AIR.NZ
2017-08-25,0.711,BZ=F,-0.388,NZDUSD=X,-1.139,^TNX,1.132,AIR.NZ
2017-08-28,-0.992,BZ=F,0.611,NZDUSD=X,-0.461,^TNX,0.0,AIR.NZ
2017-08-29,0.212,BZ=F,-0.094,NZDUSD=X,-1.065,^TNX,-1.259,AIR.NZ
2017-08-30,-2.192,BZ=F,0.2,NZDUSD=X,0.328,^TNX,0.793,AIR.NZ
2017-08-31,2.989,BZ=F,-0.758,NZDUSD=X,-1.027,^TNX,0.337,AIR.NZ
2017-09-01,-0.115,BZ=F,-0.344,NZDUSD=X,1.697,^TNX,0.56,AIR.NZ
2017-09-05,2.026,BZ=F,-0.087,NZDUSD=X,-4.033,^TNX,0.139,AIR.NZ
2017-09-06,1.536,BZ=F,1.362,NZDUSD=X,1.836,^TNX,-0.583,AIR.NZ
2017-09-07,0.535,BZ=F,-0.767,NZDUSD=X,-2.23,^TNX,1.182,AIR.NZ
2017-09-08,-1.303,BZ=F,0.626,NZDUSD=X,0.0,^TNX,-0.712,AIR.NZ
2017-09-11,0.112,BZ=F,-0.099,NZDUSD=X,3.105,^TNX,1.004,AIR.NZ
2017-09-12,0.799,BZ=F,0.18,NZDUSD=X,2.165,^TNX,-0.71,AIR.NZ
2017-09-13,1.64,BZ=F,0.4,NZDUSD=X,1.105,^TNX,-2.146,AIR.NZ
2017-09-14,0.562,BZ=F,-0.463,NZDUSD=X,0.091,^TNX,-2.632,AIR.NZ
2017-09-15,0.27,BZ=F,-0.275,NZDUSD=X,0.228,^TNX,-2.553,AIR.NZ
2017-09-18,-0.252,BZ=F,0.826,NZDUSD=X,1.226,^TNX,-0.924,AIR.NZ
2017-09-19,-0.613,BZ=F,-0.326,NZDUSD=X,0.628,^TNX,-0.467,AIR.NZ
2017-09-20,2.086,BZ=F,0.674,NZDUSD=X,1.516,^TNX,1.25,AIR.NZ
2017-09-21,0.249,BZ=F,0.261,NZDUSD=X,0.044,^TNX,-0.247,AIR.NZ
2017-09-22,0.762,BZ=F,-0.458,NZDUSD=X,-0.702,^TNX,1.485,AIR.NZ
2017-09-25,3.799,BZ=F,-0.126,NZDUSD=X,-1.857,^TNX,-0.305,AIR.NZ
2017-09-26,-0.983,BZ=F,-0.244,NZDUSD=X,0.405,^TNX,0.0,AIR.NZ
2017-09-27,-0.924,BZ=F,-0.955,NZDUSD=X,3.589,^TNX,-1.07,AIR.NZ
2017-09-28,-0.846,BZ=F,0.178,NZDUSD=X,0.0,^TNX,3.246,AIR.NZ
2017-09-29,0.226,BZ=F,0.089,NZDUSD=X,0.736,^TNX,0.898,AIR.NZ
2017-10-02,-2.468,BZ=F,-0.049,NZDUSD=X,0.473,^TNX,-0.297,AIR.NZ
2017-10-03,-0.214,BZ=F,-0.374,NZDUSD=X,-0.128,^TNX,0.893,AIR.NZ
2017-10-04,-0.357,BZ=F,-0.403,NZDUSD=X,-0.171,^TNX,0.295,AIR.NZ
2017-10-05,2.151,BZ=F,-0.085,NZDUSD=X,0.858,^TNX,-0.794,AIR.NZ
2017-10-06,-2.421,BZ=F,-0.61,NZDUSD=X,0.851,^TNX,1.838,AIR.NZ
2017-10-09,0.306,BZ=F,-0.596,NZDUSD=X,-0.38,^TNX,1.892,AIR.NZ
2017-10-10,1.47,BZ=F,-0.072,NZDUSD=X,-0.678,^TNX,0.0,AIR.NZ
2017-10-11,0.583,BZ=F,0.109,NZDUSD=X,0.0,^TNX,-0.571,AIR.NZ
2017-10-12,-1.212,BZ=F,0.349,NZDUSD=X,-0.938,^TNX,0.144,AIR.NZ
2017-10-13,1.636,BZ=F,0.443,NZDUSD=X,-1.851,^TNX,-0.144,AIR.NZ
2017-10-16,1.137,BZ=F,0.663,NZDUSD=X,1.184,^TNX,-1.293,AIR.NZ
2017-10-17,0.104,BZ=F,0.11,NZDUSD=X,-0.39,^TNX,0.146,AIR.NZ
2017-10-18,0.466,BZ=F,-0.118,NZDUSD=X,1.784,^TNX,-0.291,AIR.NZ
2017-10-19,-1.582,BZ=F,-0.303,NZDUSD=X,-0.77,^TNX,0.146,AIR.NZ
2017-10-20,0.909,BZ=F,-1.737,NZDUSD=X,2.585,^TNX,-1.019,AIR.NZ
2017-10-23,-0.658,BZ=F,-1.257,NZDUSD=X,-0.21,^TNX,,
2017-10-24,1.673,BZ=F,0.591,NZDUSD=X,1.263,^TNX,-0.147,AIR.NZ
2017-10-25,0.189,BZ=F,-1.138,NZDUSD=X,1.579,^TNX,-1.178,AIR.NZ
2017-10-26,1.472,BZ=F,-0.146,NZDUSD=X,0.327,^TNX,1.043,AIR.NZ
2017-10-27,1.922,BZ=F,-0.812,NZDUSD=X,-0.979,^TNX,-0.147,AIR.NZ
2017-10-30,0.761,BZ=F,0.348,NZDUSD=X,-2.389,^TNX,-1.034,AIR.NZ
2017-10-31,0.772,BZ=F,0.306,NZDUSD=X,0.253,^TNX,-1.493,AIR.NZ
2017-11-01,-0.13,BZ=F,0.327,NZDUSD=X,0.0,^TNX,-2.576,AIR.NZ
2017-11-02,-1.093,BZ=F,-0.182,NZDUSD=X,-1.221,^TNX,1.4,AIR.NZ
2017-11-03,2.392,BZ=F,0.3,NZDUSD=X,-0.17,^TNX,2.147,AIR.NZ
2017-11-06,3.544,BZ=F,-0.052,NZDUSD=X,-0.982,^TNX,-0.3,AIR.NZ
2017-11-07,-0.902,BZ=F,0.462,NZDUSD=X,-0.56,^TNX,1.506,AIR.NZ
2017-11-08,-0.314,BZ=F,-0.442,NZDUSD=X,0.78,^TNX,-0.593,AIR.NZ
2017-11-09,0.693,BZ=F,0.652,NZDUSD=X,0.258,^TNX,-0.895,AIR.NZ
2017-11-10,-0.641,BZ=F,-0.16,NZDUSD=X,2.96,^TNX,-4.217,AIR.NZ
2017-11-13,-0.567,BZ=F,-0.276,NZDUSD=X,0.0,^TNX,0.0,AIR.NZ
2017-11-14,-1.504,BZ=F,-0.391,NZDUSD=X,-0.792,^TNX,0.0,AIR.NZ
2017-11-15,-0.547,BZ=F,-0.283,NZDUSD=X,-1.932,^TNX,0.0,AIR.NZ
2017-11-16,-0.824,BZ=F,,,1.113,^TNX,0.0,AIR.NZ
2017-11-17,2.216,BZ=F,-0.339,NZDUSD=X,-0.296,^TNX,-2.044,AIR.NZ
2017-11-20,-0.797,BZ=F,-0.795,NZDUSD=X,0.765,^TNX,1.766,AIR.NZ
2017-11-21,0.563,BZ=F,0.161,NZDUSD=X,-0.379,^TNX,-1.735,AIR.NZ
2017-11-22,1.199,BZ=F,0.508,NZDUSD=X,-1.735,^TNX,2.087,AIR.NZ
2017-11-24,0.853,BZ=F,0.225,NZDUSD=X,0.775,^TNX,-0.157,AIR.NZ
2017-11-27,-0.031,BZ=F,-0.254,NZDUSD=X,-0.513,^TNX,-1.567,AIR.NZ
2017-11-28,-0.36,BZ=F,0.696,NZDUSD=X,0.43,^TNX,-0.318,AIR.NZ
2017-11-29,-0.786,BZ=F,-0.276,NZDUSD=X,1.625,^TNX,0.639,AIR.NZ
2017-11-30,0.729,BZ=F,-0.237,NZDUSD=X,1.726,^TNX,1.587,AIR.NZ
2017-12-01,-0.126,BZ=F,-0.769,NZDUSD=X,-2.276,^TNX,-1.25,AIR.NZ
2017-12-04,-1.638,BZ=F,0.343,NZDUSD=X,0.72,^TNX,0.791,AIR.NZ
2017-12-05,0.657,BZ=F,0.185,NZDUSD=X,-0.967,^TNX,0.471,AIR.NZ
2017-12-06,-2.609,BZ=F,0.104,NZDUSD=X,-1.104,^TNX,-1.25,AIR.NZ
2017-12-07,1.601,BZ=F,0.158,NZDUSD=X,1.974,^TNX,2.057,AIR.NZ
2017-12-08,1.929,BZ=F,-0.854,NZDUSD=X,0.295,^TNX,0.465,AIR.NZ
2017-12-11,2.035,BZ=F,0.224,NZDUSD=X,0.084,^TNX,2.16,AIR.NZ
2017-12-12,-2.087,BZ=F,0.98,NZDUSD=X,0.755,^TNX,0.302,AIR.NZ
2017-12-13,-1.421,BZ=F,0.415,NZDUSD=X,-2.247,^TNX,-3.464,AIR.NZ
2017-12-14,1.393,BZ=F,1.24,NZDUSD=X,-0.128,^TNX,2.028,AIR.NZ
2017-12-15,-0.126,BZ=F,-0.494,NZDUSD=X,0.384,^TNX,0.917,AIR.NZ
2017-12-18,0.285,BZ=F,0.127,NZDUSD=X,1.571,^TNX,-3.788,AIR.NZ
2017-12-19,0.615,BZ=F,-0.052,NZDUSD=X,2.968,^TNX,0.0,AIR.NZ
2017-12-20,1.191,BZ=F,-0.342,NZDUSD=X,1.38,^TNX,0.157,AIR.NZ
2017-12-21,0.527,BZ=F,0.651,NZDUSD=X,-0.641,^TNX,-0.472,AIR.NZ
2017-12-22,0.539,BZ=F,-0.029,NZDUSD=X,0.161,^TNX,0.632,AIR.NZ
2017-12-26,2.713,BZ=F,0.184,NZDUSD=X,-0.724,^TNX,,
2017-12-27,-0.865,BZ=F,0.064,NZDUSD=X,-2.148,^TNX,-0.157,AIR.NZ
2017-12-28,0.421,BZ=F,0.529,NZDUSD=X,0.746,^TNX,0.0,AIR.NZ
2017-12-29,-0.18,BZ=F,0.336,NZDUSD=X,-1.11,^TNX,0.314,AIR.NZ
2018-01-02,-0.045,BZ=F,-0.361,NZDUSD=X,2.495,^TNX,,
2018-01-03,1.908,BZ=F,0.17,NZDUSD=X,-0.73,^TNX,0.627,AIR.NZ
2018-01-04,0.339,BZ=F,-0.141,NZDUSD=X,0.245,^TNX,-1.558,AIR.NZ
2018-01-05,-0.661,BZ=F,0.928,NZDUSD=X,0.938,^TNX,-0.317,AIR.NZ
2018-01-08,0.237,BZ=F,0.201,NZDUSD=X,0.162,^TNX,0.0,AIR.NZ
2018-01-09,1.534,BZ=F,0.07,NZDUSD=X,2.661,^TNX,-1.587,AIR.NZ
2018-01-10,0.552,BZ=F,-0.431,NZDUSD=X,0.157,^TNX,-2.581,AIR.NZ
2018-01-11,0.087,BZ=F,0.868,NZDUSD=X,-0.745,^TNX,-0.662,AIR.NZ
2018-01-12,0.881,BZ=F,0.754,NZDUSD=X,0.83,^TNX,-0.167,AIR.NZ
2018-01-16,-1.03,BZ=F,0.657,NZDUSD=X,-0.313,^TNX,-0.825,AIR.NZ
2018-01-17,0.333,BZ=F,-0.379,NZDUSD=X,1.336,^TNX,-2.163,AIR.NZ
2018-01-18,-0.101,BZ=F,0.055,NZDUSD=X,1.28,^TNX,-1.701,AIR.NZ
2018-01-19,-1.01,BZ=F,0.325,NZDUSD=X,0.996,^TNX,0.173,AIR.NZ
2018-01-22,0.612,BZ=F,-0.112,NZDUSD=X,1.062,^TNX,0.518,AIR.NZ
2018-01-23,1.347,BZ=F,0.422,NZDUSD=X,-1.538,^TNX,2.749,AIR.NZ
2018-01-24,0.815,BZ=F,0.599,NZDUSD=X,1.143,^TNX,0.0,AIR.NZ
2018-01-25,-0.156,BZ=F,-0.349,NZDUSD=X,-1.243,^TNX,0.0,AIR.NZ
2018-01-26,0.142,BZ=F,-0.36,NZDUSD=X,1.564,^TNX,-2.676,AIR.NZ
2018-01-29,-1.503,BZ=F,0.71,NZDUSD=X,1.39,^TNX,1.203,AIR.NZ
2018-01-30,-0.633,BZ=F,-0.511,NZDUSD=X,1.0,^TNX,0.849,AIR.NZ
2018-01-31,0.043,BZ=F,0.202,NZDUSD=X,-0.22,^TNX,3.704,AIR.NZ
2018-02-01,0.043,BZ=F,0.49,NZDUSD=X,1.949,^TNX,-0.974,AIR.NZ
2018-02-02,-0.724,BZ=F,0.299,NZDUSD=X,2.921,^TNX,2.623,AIR.NZ
2018-02-05,-1.4,BZ=F,-1.564,NZDUSD=X,-2.102,^TNX,-2.556,AIR.NZ
2018-02-06,-1.124,BZ=F,-0.21,NZDUSD=X,-0.931,^TNX,,
2018-02-07,-2.019,BZ=F,0.89,NZDUSD=X,2.746,^TNX,-0.164,AIR.NZ
2018-02-08,-1.069,BZ=F,-1.419,NZDUSD=X,0.246,^TNX,-0.328,AIR.NZ
2018-02-09,-3.117,BZ=F,-0.02,NZDUSD=X,-0.772,^TNX,-1.647,AIR.NZ
2018-02-12,-0.319,BZ=F,0.285,NZDUSD=X,0.99,^TNX,-1.005,AIR.NZ
2018-02-13,0.208,BZ=F,0.225,NZDUSD=X,-0.595,^TNX,0.508,AIR.NZ
2018-02-14,2.615,BZ=F,0.271,NZDUSD=X,2.57,^TNX,-0.337,AIR.NZ
2018-02-15,-0.047,BZ=F,1.26,NZDUSD=X,-0.755,^TNX,-0.338,AIR.NZ
2018-02-16,0.793,BZ=F,0.332,NZDUSD=X,-0.484,^TNX,-0.847,AIR.NZ
2018-02-20,0.632,BZ=F,-0.325,NZDUSD=X,0.556,^TNX,1.361,AIR.NZ
2018-02-21,0.261,BZ=F,-0.293,NZDUSD=X,1.728,^TNX,-0.503,AIR.NZ
2018-02-22,1.483,BZ=F,-0.348,NZDUSD=X,-0.883,^TNX,1.18,AIR.NZ
2018-02-23,1.386,BZ=F,0.099,NZDUSD=X,-1.577,^TNX,2.0,AIR.NZ
2018-02-26,0.282,BZ=F,-0.614,NZDUSD=X,-0.418,^TNX,0.98,AIR.NZ
2018-02-27,-1.289,BZ=F,0.169,NZDUSD=X,1.714,^TNX,2.589,AIR.NZ
2018-02-28,-1.276,BZ=F,-0.771,NZDUSD=X,-1.376,^TNX,3.786,AIR.NZ
2018-03-01,-0.106,BZ=F,-0.381,NZDUSD=X,-2.232,^TNX,0.608,AIR.NZ
2018-03-02,-2.039,BZ=F,0.746,NZDUSD=X,1.89,^TNX,-2.417,AIR.NZ
2018-03-05,1.818,BZ=F,-0.424,NZDUSD=X,0.84,^TNX,1.858,AIR.NZ
2018-03-06,0.381,BZ=F,-0.076,NZDUSD=X,-0.139,^TNX,0.304,AIR.NZ
2018-03-07,-2.204,BZ=F,0.801,NZDUSD=X,0.209,^TNX,0.909,AIR.NZ
2018-03-08,-1.135,BZ=F,0.055,NZDUSD=X,-0.59,^TNX,2.484,AIR.NZ
2018-03-09,2.956,BZ=F,-0.364,NZDUSD=X,0.977,^TNX,-0.606,AIR.NZ
2018-03-12,-0.825,BZ=F,0.659,NZDUSD=X,-0.829,^TNX,-0.152,AIR.NZ
2018-03-13,-0.477,BZ=F,-0.098,NZDUSD=X,-0.767,^TNX,0.153,AIR.NZ
2018-03-14,0.387,BZ=F,0.393,NZDUSD=X,-1.088,^TNX,1.524,AIR.NZ
2018-03-15,0.354,BZ=F,-0.196,NZDUSD=X,0.319,^TNX,0.601,AIR.NZ
2018-03-16,1.674,BZ=F,-0.61,NZDUSD=X,0.778,^TNX,0.896,AIR.NZ
2018-03-19,-0.242,BZ=F,-0.596,NZDUSD=X,-0.105,^TNX,,
2018-03-20,2.074,BZ=F,0.214,NZDUSD=X,1.195,^TNX,0.0,AIR.NZ
2018-03-21,3.041,BZ=F,-0.879,NZDUSD=X,0.973,^TNX,-0.148,AIR.NZ
2018-03-22,-0.806,BZ=F,0.717,NZDUSD=X,-2.58,^TNX,0.148,AIR.NZ
2018-03-23,2.235,BZ=F,-0.203,NZDUSD=X,-0.071,^TNX,0.296,AIR.NZ
2018-03-26,-0.468,BZ=F,0.344,NZDUSD=X,0.459,^TNX,-2.655,AIR.NZ
2018-03-27,-0.014,BZ=F,0.853,NZDUSD=X,-2.005,^TNX,0.606,AIR.NZ
2018-03-28,-0.827,BZ=F,-0.446,NZDUSD=X,-0.395,^TNX,-2.41,AIR.NZ
2018-03-29,1.064,BZ=F,-0.804,NZDUSD=X,-1.225,^TNX,-0.309,AIR.NZ
2018-04-02,-3.743,BZ=F,0.093,NZDUSD=X,-0.328,^TNX,,
2018-04-03,0.71,BZ=F,-0.453,NZDUSD=X,1.903,^TNX,-0.929,AIR.NZ
2018-04-04,-0.147,BZ=F,0.843,NZDUSD=X,0.144,^TNX,3.906,AIR.NZ
2018-04-05,0.456,BZ=F,0.76,NZDUSD=X,1.578,^TNX,-0.752,AIR.NZ
2018-04-06,-1.785,BZ=F,-0.768,NZDUSD=X,-2.013,^TNX,1.061,AIR.NZ
2018-04-09,2.295,BZ=F,0.164,NZDUSD=X,0.396,^TNX,0.45,AIR.NZ
2018-04-10,3.481,BZ=F,0.452,NZDUSD=X,0.395,^TNX,1.045,AIR.NZ
2018-04-11,1.436,BZ=F,0.868,NZDUSD=X,-0.25,^TNX,0.739,AIR.NZ
2018-04-12,-0.056,BZ=F,-0.032,NZDUSD=X,1.577,^TNX,-1.026,AIR.NZ
2018-04-13,0.778,BZ=F,0.146,NZDUSD=X,-0.176,^TNX,0.148,AIR.NZ
2018-04-16,-1.598,BZ=F,-0.416,NZDUSD=X,0.106,^TNX,-2.219,AIR.NZ
2018-04-17,0.224,BZ=F,0.246,NZDUSD=X,-0.636,^TNX,-1.059,AIR.NZ
2018-04-18,2.654,BZ=F,-0.355,NZDUSD=X,1.883,^TNX,0.917,AIR.NZ
2018-04-19,0.408,BZ=F,-0.216,NZDUSD=X,1.639,^TNX,0.0,AIR.NZ
2018-04-20,0.38,BZ=F,-0.885,NZDUSD=X,1.27,^TNX,-0.303,AIR.NZ
2018-04-23,0.878,BZ=F,-0.769,NZDUSD=X,0.746,^TNX,-1.216,AIR.NZ
2018-04-24,-1.138,BZ=F,-0.745,NZDUSD=X,0.336,^TNX,0.0,AIR.NZ
2018-04-25,0.19,BZ=F,-0.459,NZDUSD=X,1.374,^TNX,,
2018-04-26,1.0,BZ=F,-0.577,NZDUSD=X,-1.124,^TNX,0.615,AIR.NZ
2018-04-27,-0.134,BZ=F,-0.157,NZDUSD=X,-1.104,^TNX,-0.306,AIR.NZ
2018-04-30,0.71,BZ=F,0.264,NZDUSD=X,-0.71,^TNX,0.307,AIR.NZ
2018-05-01,0.0,BZ=F,-0.655,NZDUSD=X,1.362,^TNX,-0.459,AIR.NZ
2018-05-02,-2.408,BZ=F,-0.522,NZDUSD=X,-0.403,^TNX,0.461,AIR.NZ
2018-05-03,0.354,BZ=F,-0.085,NZDUSD=X,-0.607,^TNX,0.612,AIR.NZ
2018-05-04,1.698,BZ=F,0.655,NZDUSD=X,-0.068,^TNX,0.304,AIR.NZ
2018-05-07,1.736,BZ=F,-0.296,NZDUSD=X,0.204,^TNX,0.909,AIR.NZ
2018-05-08,-1.733,BZ=F,0.041,NZDUSD=X,0.644,^TNX,-1.351,AIR.NZ
2018-05-09,3.153,BZ=F,-0.766,NZDUSD=X,1.179,^TNX,0.761,AIR.NZ
2018-05-10,0.337,BZ=F,-0.541,NZDUSD=X,-1.099,^TNX,1.36,AIR.NZ
2018-05-11,-0.452,BZ=F,0.467,NZDUSD=X,0.0,^TNX,0.745,AIR.NZ
2018-05-14,1.439,BZ=F,0.063,NZDUSD=X,0.808,^TNX,0.148,AIR.NZ
2018-05-15,0.256,BZ=F,-0.72,NZDUSD=X,2.838,^TNX,-2.216,AIR.NZ
2018-05-16,1.084,BZ=F,-0.787,NZDUSD=X,0.487,^TNX,0.604,AIR.NZ
2018-05-17,0.025,BZ=F,0.6,NZDUSD=X,0.452,^TNX,1.351,AIR.NZ
2018-05-18,-0.996,BZ=F,-0.29,NZDUSD=X,-1.351,^TNX,0.148,AIR.NZ
2018-05-21,0.904,BZ=F,0.43,NZDUSD=X,-0.065,^TNX,0.0,AIR.NZ
2018-05-22,0.442,BZ=F,0.564,NZDUSD=X,0.0,^TNX,-0.148,AIR.NZ
2018-05-23,0.289,BZ=F,-0.163,NZDUSD=X,-2.023,^TNX,-0.444,AIR.NZ
2018-05-24,-1.266,BZ=F,-0.186,NZDUSD=X,-0.733,^TNX,-1.786,AIR.NZ
2018-05-25,-2.983,BZ=F,0.033,NZDUSD=X,-1.677,^TNX,-2.273,AIR.NZ
2018-05-29,-1.374,BZ=F,0.278,NZDUSD=X,-5.561,^TNX,0.917,AIR.NZ
2018-05-30,2.799,BZ=F,-0.729,NZDUSD=X,2.673,^TNX,-1.667,AIR.NZ
2018-05-31,0.116,BZ=F,1.382,NZDUSD=X,-0.704,^TNX,-3.544,AIR.NZ
2018-06-01,0.0,BZ=F,0.315,NZDUSD=X,2.587,^TNX,3.834,AIR.NZ
2018-06-04,-2.964,BZ=F,-0.368,NZDUSD=X,1.451,^TNX,,
2018-06-05,0.12,BZ=F,0.729,NZDUSD=X,-0.613,^TNX,-0.923,AIR.NZ
2018-06-06,-0.027,BZ=F,-0.029,NZDUSD=X,1.918,^TNX,-0.311,AIR.NZ
2018-06-07,2.601,BZ=F,0.134,NZDUSD=X,-1.412,^TNX,0.156,AIR.NZ
2018-06-08,-1.112,BZ=F,-0.288,NZDUSD=X,0.136,^TNX,-0.778,AIR.NZ
2018-06-11,0.0,BZ=F,0.213,NZDUSD=X,0.681,^TNX,-1.254,AIR.NZ
2018-06-12,-0.759,BZ=F,-0.232,NZDUSD=X,0.0,^TNX,-0.317,AIR.NZ
2018-06-13,1.133,BZ=F,-0.171,NZDUSD=X,0.676,^TNX,-0.478,AIR.NZ
2018-06-14,-1.042,BZ=F,0.292,NZDUSD=X,-1.041,^TNX,2.4,AIR.NZ
2018-06-15,-3.292,BZ=F,-0.91,NZDUSD=X,-0.747,^TNX,3.437,AIR.NZ
2018-06-18,2.587,BZ=F,-0.33,NZDUSD=X,0.068,^TNX,-1.511,AIR.NZ
2018-06-19,-0.345,BZ=F,-0.111,NZDUSD=X,-1.128,^TNX,-0.767,AIR.NZ
2018-06-20,-0.453,BZ=F,-0.383,NZDUSD=X,1.21,^TNX,0.155,AIR.NZ
2018-06-21,-2.261,BZ=F,-0.514,NZDUSD=X,-1.059,^TNX,0.463,AIR.NZ
2018-06-22,3.422,BZ=F,0.024,NZDUSD=X,0.104,^TNX,0.768,AIR.NZ
2018-06-25,-1.085,BZ=F,0.651,NZDUSD=X,-0.862,^TNX,-2.591,AIR.NZ
2018-06-26,2.114,BZ=F,-0.383,NZDUSD=X,0.174,^TNX,-1.409,AIR.NZ
2018-06-27,1.717,BZ=F,-0.56,NZDUSD=X,-1.84,^TNX,2.222,AIR.NZ
2018-06-28,0.296,BZ=F,-0.864,NZDUSD=X,0.707,^TNX,-1.398,AIR.NZ
2018-06-29,2.042,BZ=F,-0.571,NZDUSD=X,0.07,^TNX,0.0,AIR.NZ
2018-07-02,-2.694,BZ=F,0.382,NZDUSD=X,0.597,^TNX,0.787,AIR.NZ
2018-07-03,0.595,BZ=F,-0.996,NZDUSD=X,-0.977,^TNX,0.0,AIR.NZ
2018-07-05,-0.476,BZ=F,0.131,NZDUSD=X,0.07,^TNX,-0.625,AIR.NZ
2018-07-06,-0.362,BZ=F,0.497,NZDUSD=X,-0.317,^TNX,-0.472,AIR.NZ
2018-07-09,1.245,BZ=F,0.586,NZDUSD=X,1.024,^TNX,1.264,AIR.NZ
2018-07-10,1.012,BZ=F,0.212,NZDUSD=X,0.455,^TNX,-1.092,AIR.NZ
2018-07-11,-6.924,BZ=F,-0.472,NZDUSD=X,-1.079,^TNX,0.315,AIR.NZ
